acc_rate,track,m,n,current_pitch,current_roll,absoluate_roll,climb_delta,roll_rate_delta,climb_delta_diff,time1,time2,time3,time4,time5,time6,time7,time8,time9,time10,time11,time12,time13,time14,time1_delta,time2_delta,time3_delta,time4_delta,time5_delta,time6_delta,time7_delta,time8_delta,time9_delta,time10_delta,time11_delta,time12_delta,time13_delta,time14_delta,omega,set,target
343.0,-53.0,1.0832870676749586,-0.07,0.35,1.4,-11.0,10.0,-0.012,0.0,0.025,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.048,0.024,0.024,0.024,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,-10.0,-0.3566749439387324,0.024,1.0
4.0,-22.0,0.8521437889662113,0.2,0.8,0.8,-18.0,-4.0,-0.02,-0.1,0.0279999999999999,0.0279999999999999,0.0279999999999999,0.0279999999999999,0.0279999999999999,0.0289999999999999,0.0289999999999999,0.0289999999999999,0.0289999999999999,0.0289999999999999,0.0579999999999999,0.0289999999999999,0.0289999999999999,0.0289999999999999,0.0,0.0,0.0,0.0,-0.002,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,-10.0,-0.2231435513142097,0.0289999999999999,1.2
-36.0,-24.0,0.9231163463866358,-0.05,0.5,-1.4,-7.0,5.0,0.011,0.1,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.032,0.016,0.016,0.016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,-10.0,-0.6931471805599453,0.016,0.5
311.0,18.0,1.4049475905635938,0.08,0.27,-0.7,-7.0,-7.0,-0.006,-0.2,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.04,0.02,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,-10.0,-0.5108256237659907,0.02,0.8
39.0,3.0,0.8780954309205613,-0.16,0.41,0.5,-6.0,8.0,-0.01,2.2,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.03,0.015,0.015,0.015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,-10.0,-0.6931471805599453,0.015,0.8
-317.0,5.0,0.8187307530779818,0.08,0.81,0.9,-9.0,-7.0,-0.0289999999999999,0.8,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.038,0.019,0.019,0.019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,-10.0,-0.6931471805599453,0.019,1.1
370.0,-30.0,0.8693582353988059,-0.15,0.1,-0.5,-13.0,23.0,0.019,-0.2,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.015,0.03,0.015,0.015,0.015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,9.0,0.0,0.0,-10.0,-0.916290731874155,0.015,0.8
236.0,10.0,1.336427488025472,0.06,0.32,0.2,-6.0,-6.0,-0.011,-0.3,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.038,0.019,0.019,0.019,0.0,0.0,-0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,-10.0,-0.6931471805599453,0.019,0.5
56.0,-10.0,0.7866278610665535,-0.13,0.42,0.2,-12.0,17.0,0.006,0.3,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.034,0.017,0.017,0.016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.999,0.0,0.001,-10.0,-0.6931471805599453,0.016,0.7
-379.0,-25.0,1.0725081812542163,-0.02,0.84,0.7,-5.0,3.0,-0.008,-0.3,0.017,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.036,0.018,0.018,0.018,-0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,-10.0,-0.6931471805599453,0.018,0.5
-90.0,-56.0,0.8105842459701871,-0.09,0.52,-0.6,-7.0,11.0,0.0069999999999999,-0.2,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.03,0.015,0.015,0.015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,-10.0,-0.916290731874155,0.015,0.3
175.0,10.0,1.2092495976572517,0.11,0.39,0.4,-9.0,-10.0,0.002,-0.3,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.04,0.02,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,-10.0,-0.5108256237659907,0.02,0.7
526.0,12.0,1.22140275816017,0.1,0.07,0.2,-6.0,-11.0,-0.008,0.7,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.04,0.02,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,-10.0,-0.6931471805599453,0.02,0.5
84.0,9.0,0.697676326071031,0.14,0.5,0.7,-9.0,-12.0,-0.016,-0.1,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.042,0.021,0.021,0.021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,-10.0,-0.5108256237659907,0.021,0.8
-34.0,-46.0,0.8780954309205613,0.16,0.77,1.9,-10.0,-10.0,-0.033,-1.4,0.025,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.052,0.026,0.026,0.026,-0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,-10.0,-0.3566749439387324,0.026,0.8
125.0,17.0,0.7408182206817179,0.13,0.59,-0.6,-20.0,6.0,0.011,-0.4,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.052,0.026,0.026,0.026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,-10.0,-0.3566749439387324,0.026,1.2
125.0,-1.0,1.6989323086185506,0.19,0.45,-1.3,-11.0,-11.0,-0.004,-2.0,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.044,0.021,0.021,0.02,-0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.001,-10.0,-0.5108256237659907,0.02,0.6
69.0,-23.0,0.8025187979624785,0.09,0.8,0.8,-13.0,-2.0,-0.01,-0.1,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.062,0.031,0.031,0.031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,-10.0,-0.1053605156578262,0.031,1.3
-66.0,-55.0,0.7788007830714049,-0.04,0.9,1.6,-11.0,16.0,-0.013,-1.0,0.0289999999999999,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.06,0.03,0.03,0.03,-0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,-10.0,-0.2231435513142097,0.03,1.1
-102.0,11.0,0.9417645335842488,0.24,0.83,-0.8,-10.0,-20.0,0.006,-0.3,0.026,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.054,0.027,0.027,0.027,-0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,-10.0,-0.3566749439387324,0.027,0.6
42.0,14.0,1.1853048513203654,0.3,0.62,0.1,-15.0,-22.0,-0.004,-0.2,0.023,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.048,0.024,0.024,0.024,-0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,-10.0,-0.3566749439387324,0.024,1.0
199.0,-29.0,0.9801986733067553,-0.02,0.3,-0.7,-12.0,7.0,0.006,-0.1,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.034,0.017,0.017,0.017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,-10.0,-0.6931471805599453,0.017,0.6
-125.0,-28.0,0.6703200460356393,-0.02,0.62,0.5,-5.0,2.0,-0.008,0.0,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.036,0.018,0.018,0.018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,-10.0,-0.6931471805599453,0.018,0.5
37.0,-40.0,0.697676326071031,0.03,0.49,-1.8,-8.0,-4.0,0.0069999999999999,0.4,0.019,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.036,0.018,0.018,0.018,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,-10.0,-0.6931471805599453,0.018,0.4
417.0,-64.0,0.8607079764250578,-0.12,0.09,-0.8,-8.0,14.0,-0.004,-0.2,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.032,0.016,0.016,0.016,0.0,0.0,0.0,0.0,0.0,0.0,-0.0002,0.0,-0.001,0.0,9.001,0.0,-0.001,-10.0,-0.6931471805599453,0.016,0.3
585.0,-22.0,1.4049475905635938,0.08,-0.02,0.5,-7.0,2.0,0.005,-2.1,0.02,0.02,0.02,0.02,0.02,0.018,0.018,0.018,0.018,0.018,0.036,0.018,0.018,0.018,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,-10.0,-0.6931471805599453,0.018,0.6
-182.0,-9.0,0.951229424500714,0.24,1.36,-3.0,-9.0,-19.0,0.0069999999999999,0.0,0.0409999999999999,0.0409999999999999,0.0409999999999999,0.0409999999999999,0.0409999999999999,0.0409999999999999,0.0409999999999999,0.0409999999999999,0.0409999999999999,0.0409999999999999,0.0819999999999999,0.0409999999999999,0.0409999999999999,0.0409999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,-10.0,0.1823215567939546,0.0409999999999999,0.6
16.0,15.0,0.7189237334319262,0.04,0.52,-0.2,-7.0,-4.0,-0.003,0.0,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.038,0.019,0.019,0.019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,-10.0,-0.6931471805599453,0.019,0.5
-113.0,25.0,1.2840254166877414,-0.12,0.58,-1.1,-11.0,17.0,0.016,-0.3,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.018,0.018,0.017,0.034,0.016,0.016,0.016,0.0,0.0,0.0,0.0,0.0,0.0,0.0002,0.0,0.001,0.0,9.001,0.0,0.0,-10.0,-0.6931471805599453,0.016,0.6
-38.0,-8.0,1.22140275816017,0.24,0.61,-0.3,-15.0,-12.0,-0.012,-1.1,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.042,0.021,0.021,0.021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,-10.0,-0.5108256237659907,0.021,0.9
-81.0,-30.0,0.7046880897187134,0.1,0.58,-0.6,-19.0,6.0,0.016,0.1,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.036,0.018,0.018,0.018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,-10.0,-0.6931471805599453,0.018,0.8
350.0,-24.0,1.3498588075760032,-0.16,0.12,-0.8,-12.0,23.0,0.026,-0.2,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.016,0.016,0.015,0.03,0.015,0.015,0.015,0.0,0.0,0.0,0.0,0.0,0.0,0.0002,0.0,0.001,0.0,9.0,0.0,0.0,-10.0,-0.916290731874155,0.015,0.9
379.0,-46.0,1.568312185490169,0.14,0.2,0.2,-15.0,-6.0,0.016,-1.7,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.038,0.019,0.019,0.019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,-10.0,-0.6931471805599453,0.019,1.3
-123.0,-17.0,0.5712090638488149,0.04,0.62,-0.4,-13.0,6.0,0.012,-0.5,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.036,0.018,0.018,0.018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,-10.0,-0.6931471805599453,0.018,0.7
-343.0,-51.0,1.1388283833246218,-0.13,1.0,0.4,-18.0,4.0,0.026,3.2,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.044,0.022,0.022,0.022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,-10.0,-0.3566749439387324,0.022,1.6
31.0,-31.0,0.6703200460356393,-0.02,0.46,-1.4,-13.0,15.0,0.022,-0.4,0.018,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.034,0.017,0.017,0.018,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.999,0.0,-0.001,-10.0,-0.6931471805599453,0.018,0.4
648.0,9.0,0.8693582353988059,0.02,-0.08,-0.7,-13.0,7.0,0.003,-0.4,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.038,0.018,0.018,0.018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.001,0.0,0.0,-10.0,-0.6931471805599453,0.018,0.6
470.0,-26.0,0.7788007830714049,-0.04,0.07,1.9,-9.0,11.0,-0.019,0.0,0.021,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.04,0.02,0.02,0.018,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.002,-10.0,-0.6931471805599453,0.018,1.1
290.0,-13.0,1.2586000099294778,0.1,0.27,-2.3,-16.0,3.0,0.016,-0.2,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.038,0.019,0.019,0.019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,-10.0,-0.6931471805599453,0.019,1.0
482.0,-71.0,1.3498588075760032,0.0,0.05,0.8,-10.0,12.0,0.003,-0.7,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.036,0.018,0.018,0.018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,-10.0,-0.6931471805599453,0.018,0.8
-141.0,-33.0,0.7046880897187134,-0.15,0.56,0.7,-9.0,24.0,-0.009,0.7,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.03,0.015,0.015,0.015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,-10.0,-0.916290731874155,0.015,0.6
377.0,67.0,1.5372575235482815,0.05,0.18,-0.3,-11.0,-4.0,0.01,0.6,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.038,0.019,0.019,0.019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,-10.0,-0.6931471805599453,0.019,0.8
-390.0,29.0,1.7860384307500734,0.19,1.22,-0.6,-18.0,-18.0,0.005,1.6,0.03,0.03,0.03,0.03,0.03,0.0289999999999999,0.0289999999999999,0.0289999999999999,0.0289999999999999,0.0289999999999999,0.0579999999999999,0.0289999999999999,0.0289999999999999,0.0289999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,-10.0,-0.1053605156578262,0.0289999999999999,1.6
-156.0,-39.0,0.522045776761016,0.18,1.0,-1.1,-19.0,-1.0,0.019,0.2,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.062,0.031,0.031,0.031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,-10.0,-0.1053605156578262,0.031,1.0
-363.0,-11.0,0.6838614092123558,0.04,0.91,1.1,-9.0,-4.0,-0.008,0.1,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.04,0.02,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.001,0.0,8.999,0.0,-0.001,-10.0,-0.5108256237659907,0.02,0.5
-162.0,5.0,1.161834242728283,-0.05,0.62,-0.7,-8.0,4.0,0.009,2.1,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.032,0.016,0.016,0.017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,-0.002,-10.0,-0.6931471805599453,0.017,0.6
13.0,17.0,1.1735108709918105,0.13,0.51,-0.6,-7.0,-9.0,0.002,-1.6,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.036,0.018,0.018,0.018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,-10.0,-0.6931471805599453,0.018,0.6
-38.0,-23.0,0.7117703227626097,0.03,0.56,0.7,-11.0,2.0,-0.011,0.0,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.038,0.019,0.019,0.019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,-10.0,-0.6931471805599453,0.019,0.7
-273.0,-6.0,1.632316219955379,0.06,0.76,-0.2,-6.0,-5.0,-0.002,-0.3,0.017,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.036,0.018,0.018,0.018,-0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,-10.0,-0.6931471805599453,0.018,0.5
369.0,10.0,1.0832870676749586,0.28,0.48,-0.6,-11.0,-9.0,0.001,-2.8,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.062,0.031,0.031,0.031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,-10.0,-0.1053605156578262,0.031,1.1
250.0,-70.0,1.632316219955379,-0.18,0.47,-0.8,-13.0,23.0,0.023,-0.3,0.0279999999999999,0.0279999999999999,0.0279999999999999,0.0279999999999999,0.0279999999999999,0.0279999999999999,0.0279999999999999,0.0279999999999999,0.0279999999999999,0.027,0.054,0.025,0.025,0.025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,9.001,0.0,0.0,-10.0,-0.3566749439387324,0.025,1.3
-452.0,21.0,1.2460767305873808,0.07,0.95,0.4,-9.0,-14.0,-0.004,0.6,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.018,0.036,0.019,0.019,0.019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.002,0.0,8.998,0.0,0.0,-10.0,-0.5108256237659907,0.019,0.9
-113.0,12.0,0.835270211411272,0.09,0.65,-0.5,-10.0,-6.0,-0.009,-0.2,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.038,0.019,0.019,0.019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,-10.0,-0.6931471805599453,0.019,0.5
702.0,-23.0,0.835270211411272,-0.07,-0.18,-2.8,-16.0,18.0,0.018,0.0,0.018,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.016,0.032,0.016,0.016,0.016,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,8.999,0.0,0.0,-10.0,-0.6931471805599453,0.016,0.7
12.0,-10.0,1.0941742837052104,-0.03,0.47,0.4,-9.0,5.0,-0.005,0.2,0.018,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.034,0.017,0.017,0.017,0.001,0.0,-0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,-10.0,-0.6931471805599453,0.017,0.5
-325.0,31.0,1.1972173631218102,0.13,0.86,0.3,-15.0,-9.0,-0.009,1.4,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.042,0.021,0.021,0.021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,-10.0,-0.5108256237659907,0.021,0.8
-371.0,-46.0,0.9231163463866358,0.04,0.84,0.6,-6.0,2.0,-0.019,-0.5,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.018,0.036,0.018,0.018,0.018,0.0,0.0,0.0,0.0,0.0,0.0,-0.0002,0.0,-0.002,0.0,9.0,0.0,0.0,-10.0,-0.6931471805599453,0.018,0.4
-161.0,-5.0,1.1274968515793755,-0.27,1.02,-1.8,-9.0,-5.0,0.013,3.4,0.0279999999999999,0.0279999999999999,0.0279999999999999,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.052,0.026,0.026,0.026,-0.001,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,-10.0,-0.1053605156578262,0.026,0.4
24.0,9.0,0.9801986733067553,0.02,0.48,-2.3,-15.0,8.0,0.018,0.1,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.036,0.018,0.018,0.018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,-10.0,-0.6931471805599453,0.018,1.0
13.0,-11.0,1.3498588075760032,0.07,0.52,-0.6,-14.0,1.0,0.0069999999999999,-0.2,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.042,0.02,0.02,0.019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.001,-10.0,-0.6931471805599453,0.019,1.3
-86.0,-57.0,0.6636502501363194,0.05,1.08,0.7,-12.0,2.0,0.001,-0.1,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.07,0.035,0.035,0.035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,-10.0,0.0,0.035,1.1
-114.0,-32.0,1.2840254166877414,0.06,0.67,0.3,-11.0,-11.0,-0.013,0.7,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.036,0.018,0.018,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,-0.002,-10.0,-0.5108256237659907,0.02,0.6
204.0,21.0,0.8607079764250578,0.06,0.37,-0.8,-9.0,-8.0,0.011,-0.2,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.019,0.038,0.019,0.019,0.019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,9.0,0.0,-0.001,-10.0,-0.5108256237659907,0.019,0.5
235.0,38.0,0.9323938199059484,0.14,0.33,-0.1,-11.0,-3.0,0.003,-0.6,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.04,0.02,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,-10.0,-0.6931471805599453,0.02,0.8
581.0,-7.0,0.9231163463866358,-0.03,-0.05,-0.2,-6.0,-2.0,0.005,1.2,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.034,0.017,0.017,0.017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,-10.0,-0.6931471805599453,0.017,0.5
82.0,-1.0,0.8607079764250578,-0.02,0.5,-0.7,-7.0,2.0,0.003,0.6,0.02,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.042,0.021,0.021,0.021,-0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,-10.0,-0.5108256237659907,0.021,0.4
30.0,8.0,1.2586000099294778,0.1,0.57,0.5,-10.0,-8.0,-0.004,0.0,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.042,0.021,0.021,0.021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,-10.0,-0.5108256237659907,0.021,0.8
-303.0,20.0,0.9139311852712282,0.04,0.93,0.6,-13.0,-12.0,-0.017,2.1,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.021,0.021,0.022,0.044,0.022,0.022,0.022,0.0,0.0,0.0,0.0,0.0,0.0,-0.0004,0.0,-0.002,0.0,9.0,0.0,0.0,-10.0,-0.3566749439387324,0.022,0.5
190.0,-54.0,1.2336780599567432,0.04,0.64,0.4,-6.0,-3.0,-0.0069999999999999,-0.2,0.03,0.0289999999999999,0.0289999999999999,0.0289999999999999,0.0289999999999999,0.0289999999999999,0.0289999999999999,0.0289999999999999,0.0289999999999999,0.0289999999999999,0.0579999999999999,0.0289999999999999,0.0289999999999999,0.0289999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,-10.0,-0.2231435513142097,0.0289999999999999,0.8
-40.0,3.0,0.9231163463866358,0.11,0.58,-0.5,-13.0,-5.0,-0.003,-0.2,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.04,0.02,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,-10.0,-0.5108256237659907,0.02,0.9
-65.0,-31.0,1.2460767305873808,0.02,0.55,-0.5,-13.0,6.0,-0.003,-0.2,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.017,0.034,0.017,0.017,0.017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.002,0.0,9.0,0.0,0.0,-10.0,-0.6931471805599453,0.017,1.3
91.0,15.0,0.7261490370736909,0.08,0.47,1.2,-11.0,-4.0,-0.01,-0.1,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.04,0.02,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,-10.0,-0.5108256237659907,0.02,0.8
24.0,17.0,0.8958341352965282,0.08,0.54,-0.5,-13.0,-7.0,0.005,1.2,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.04,0.02,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,-10.0,-0.5108256237659907,0.02,1.0
-177.0,-6.0,0.990049833749168,0.03,0.68,0.2,-6.0,-3.0,-0.002,0.0,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.036,0.018,0.018,0.018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,-10.0,-0.6931471805599453,0.018,0.4
